Athlete,Age,Year,Closing Ceremony Date,Gold Medals,Silver Medals,Bronze Medals,Total Medals
Kim Jang-Mi,19,2012,08/12/2012,1,0,0,1
Kim Jong-Hyeon,27,2012,08/12/2012,0,1,0,1
Vijay Kumar,26,2012,08/12/2012,0,1,0,1
Ivana Maksimovic,22,2012,08/12/2012,0,1,0,1
Sergey Martynov,44,2012,08/12/2012,1,0,0,1
Alin Moldoveanu,29,2012,08/12/2012,1,0,0,1
Vasily Mosin,40,2012,08/12/2012,0,0,1,1
Gagan Narang,29,2012,08/12/2012,0,0,1,1
Leuris Pupo,35,2012,08/12/2012,1,0,0,1
Delphine Racinet-Reau,38,2012,08/12/2012,0,0,1,1
Kim Rhode,33,2012,08/12/2012,1,0,0,1
Jessica Rossi,20,2012,08/12/2012,1,0,0,1
Zuzana Štefeceková,28,2012,08/12/2012,0,1,0,1
Adéla Sýkorová,25,2012,08/12/2012,0,0,1,1
Luca Tesconi,30,2012,08/12/2012,0,1,0,1
Wang Zhiwei,24,2012,08/12/2012,0,0,1,1
Wei Ning,29,2012,08/12/2012,0,1,0,1
Peter Wilson,25,2012,08/12/2012,1,0,0,1
Yi Siling,23,2012,08/12/2012,1,0,0,1
Yu Dan,24,2012,08/12/2012,0,0,1,1
Andrija Zlatic,34,2012,08/12/2012,0,0,1,1
Artur Aivazian,35,2008,08/24/2008,1,0,0,1
Aleksey Alipov,33,2008,08/24/2008,0,0,1,1
Abhinav Bindra,25,2008,08/24/2008,1,0,0,1
Christine Brinker-Wenzel,27,2008,08/24/2008,0,0,1,1
Tore Brovold,38,2008,08/24/2008,0,1,0,1
Chiara Cainero,30,2008,08/24/2008,1,0,0,1
Chen Ying,30,2008,08/24/2008,1,0,0,1
Corey Cogdell,21,2008,08/24/2008,0,0,1,1
Eglis Yaima Cruz,28,2008,08/24/2008,0,0,1,1
Francesco D'Aniello,39,2008,08/24/2008,0,1,0,1
Rajmond Debevec,45,2008,08/24/2008,0,0,1,1
Munkhbayar Dorjsuren,39,2008,08/24/2008,0,0,1,1
Du Li,26,2008,08/24/2008,1,0,0,1
Glenn Eller,26,2008,08/24/2008,1,0,0,1
Matt Emmons,27,2008,08/24/2008,0,1,0,1
Lyubov Galkina,35,2008,08/24/2008,0,1,0,1
Guo Wenjun,24,2008,08/24/2008,1,0,0,1
Henri Häkkinen,28,2008,08/24/2008,0,0,1,1
Vincent Hancock,19,2008,08/24/2008,1,0,0,1
Hu Binyuan,30,2008,08/24/2008,0,0,1,1
Vladimir Isakov,38,2008,08/24/2008,0,0,1,1
David Kostelecký,33,2008,08/24/2008,1,0,0,1
Satu Mäkelä-Nummela,37,2008,08/24/2008,1,0,0,1
Otryadyn Gündegmaa,30,2008,08/24/2008,0,1,0,1
Nataliya Paderina,32,2008,08/24/2008,0,1,0,1
Pang Wei,22,2008,08/24/2008,1,0,0,1
Snježana Pejcic,26,2008,08/24/2008,0,0,1,1
Giovanni Pellielo,38,2008,08/24/2008,0,1,0,1
Oleksandr Petriv,34,2008,08/24/2008,1,0,0,1
Warren Potent,46,2008,08/24/2008,0,0,1,1
Qiu Jian,33,2008,08/24/2008,1,0,0,1
Christian Reitz,21,2008,08/24/2008,0,0,1,1
Kim Rhode,29,2008,08/24/2008,0,1,0,1
Nino Salukvadze,39,2008,08/24/2008,0,0,1,1
Ralf Schumann,46,2008,08/24/2008,0,1,0,1
Zuzana Štefeceková,24,2008,08/24/2008,0,1,0,1
Yuriy Sukhorukov,40,2008,08/24/2008,0,1,0,1
Tan Zongliang,36,2008,08/24/2008,0,1,0,1
Anthony Terras,23,2008,08/24/2008,0,0,1,1
Jason Turner,33,2008,08/24/2008,0,0,1,1
Zhu Qinan,23,2008,08/24/2008,0,1,0,1
Ahmed Al-Maktoum,40,2004,08/29/2004,1,0,0,1
Sergey Alifirenko,45,2004,08/29/2004,0,0,1,1
Aleksey Alipov,29,2004,08/29/2004,1,0,0,1
Michael Anti,40,2004,08/29/2004,0,1,0,1
Irad? Asumova,46,2004,08/29/2004,0,0,1,1
Suzy Balogh,31,2004,08/29/2004,1,0,0,1
Andrea Benelli,44,2004,08/29/2004,1,0,0,1
Aleksandr Blinov,22,2004,08/29/2004,0,1,0,1
Du Li,22,2004,08/29/2004,1,0,0,1
Matt Emmons,23,2004,08/29/2004,1,0,0,1
Gao E,41,2004,08/29/2004,0,0,1,1
Jozef Gönci,30,2004,08/29/2004,0,0,1,1
Lenka Hyková-Marušková,19,2004,08/29/2004,0,1,0,1
Diána Igaly,39,2004,08/29/2004,1,0,0,1
Vladimir Isakov,34,2004,08/29/2004,0,0,1,1
Jia Zhanbo,30,2004,08/29/2004,1,0,0,1
Jin Jong-O,24,2004,08/29/2004,0,1,0,1
Marko Kemppainen,28,2004,08/29/2004,0,1,0,1
Kim Jong-Su,27,2004,08/29/2004,0,0,1,1
Olena Kostevych,19,2004,08/29/2004,1,0,0,1
Katerina Kurková-Emmons,20,2004,08/29/2004,0,0,1,1
Manfred Kurzer,34,2004,08/29/2004,1,0,0,1
Li Jie,31,2004,08/29/2004,0,1,0,1
Christian Lusch,23,2004,08/29/2004,0,1,0,1
Dmitry Lykin,30,2004,08/29/2004,0,0,1,1
Sergey Martynov,36,2004,08/29/2004,0,0,1,1
Zemfira Meft?kh?tddinova,41,2004,08/29/2004,0,0,1,1
Giovanni Pellielo,34,2004,08/29/2004,0,1,0,1
Christian Planer,29,2004,08/29/2004,0,0,1,1
Sergey Polyakov,36,2004,08/29/2004,0,1,0,1
María Quintanal,34,2004,08/29/2004,0,1,0,1
Rajyavardhan Rathore,34,2004,08/29/2004,0,1,0,1
Kim Rhode,25,2004,08/29/2004,1,0,0,1
Juan Miguel Rodríguez,37,2004,08/29/2004,0,0,1,1
Ralf Schumann,42,2004,08/29/2004,1,0,0,1
Jasna Šekaric,38,2004,08/29/2004,0,1,0,1
Valentina Turisini,35,2004,08/29/2004,0,1,0,1
Adam Vella,33,2004,08/29/2004,0,0,1,1
Wang Chengyi,21,2004,08/29/2004,0,0,1,1
Wang Yifu,43,2004,08/29/2004,1,0,0,1
Wang Zheng,25,2004,08/29/2004,0,0,1,1
Wei Ning,22,2004,08/29/2004,0,1,0,1
Zhu Qinan,19,2004,08/29/2004,1,0,0,1
Fehaid Al-Deehani,33,2000,10/01/2000,0,0,1,1
Yevgeny Aleynikov,33,2000,10/01/2000,0,0,1,1
Sergey Alifirenko,41,2000,10/01/2000,1,0,0,1
Michel Ansermet,35,2000,10/01/2000,0,1,0,1
Cai Yalin,23,2000,10/01/2000,1,0,0,1
Rajmond Debevec,37,2000,10/01/2000,1,0,0,1
Michael Diamond,28,2000,10/01/2000,1,0,0,1
Franck Dumoulin,28,2000,10/01/2000,1,0,0,1
Svetlana Dyomina,39,2000,10/01/2000,0,1,0,1
Jonas Edman,33,2000,10/01/2000,1,0,0,1
Richard Faulds,23,2000,10/01/2000,1,0,0,1
Mariya Feklistova,24,2000,10/01/2000,0,0,1,1
Annemarie Forder,22,2000,10/01/2000,0,0,1,1
Gang Cho-Hyeon,17,2000,10/01/2000,0,1,0,1
Gao E,37,2000,10/01/2000,0,0,1,1
Gao Jing,24,2000,10/01/2000,0,0,1,1
Deborah Gelisio,24,2000,10/01/2000,0,1,0,1
Tatyana Goldobina,24,2000,10/01/2000,0,1,0,1
Todd Graves,37,2000,10/01/2000,0,0,1,1
Torben Grimmel,24,2000,10/01/2000,0,1,0,1
Mariya Grozdeva,28,2000,10/01/2000,1,0,0,1
Daina Gudzineviciute,34,2000,10/01/2000,1,0,0,1
Pia Hansen,34,2000,10/01/2000,1,0,0,1
Juha Hirvi,40,2000,10/01/2000,0,1,0,1
Diána Igaly,35,2000,10/01/2000,0,0,1,1
Artyom Khadzhibekov,30,2000,10/01/2000,0,1,0,1
Tanyu Kiryakov,37,2000,10/01/2000,1,0,0,1
Petr Málek,38,2000,10/01/2000,0,1,0,1
Russell Mark,36,2000,10/01/2000,0,1,0,1
Sergey Martynov,32,2000,10/01/2000,0,0,1,1
Renata Mauer-Rózanska,31,2000,10/01/2000,1,0,0,1
Zemfira Meft?kh?tddinova,37,2000,10/01/2000,1,0,0,1
Mykola Milchev,32,2000,10/01/2000,1,0,0,1
Lalita Milshina-Yauhleuskaya,36,2000,10/01/2000,0,0,1,1
Oleg Moldovan,33,2000,10/01/2000,0,1,0,1
Nancy Napolski-Johnson,26,2000,10/01/2000,1,0,0,1
Niu Zhiyuan,26,2000,10/01/2000,0,0,1,1
Ian Peel,42,2000,10/01/2000,0,1,0,1
Giovanni Pellielo,30,2000,10/01/2000,0,0,1,1
Delphine Racinet-Reau,26,2000,10/01/2000,0,1,0,1
Iulian Raicea,27,2000,10/01/2000,0,0,1,1
Kim Rhode,21,2000,10/01/2000,0,0,1,1
Jasna Šekaric,34,2000,10/01/2000,0,1,0,1
Harald Stenvaag,47,2000,10/01/2000,0,0,1,1
Martin Tenk,28,2000,10/01/2000,0,0,1,1
Wang Yifu,39,2000,10/01/2000,0,1,0,1
Yang Ling,28,2000,10/01/2000,1,0,0,1
Ben Ainslie,35,2012,08/12/2012,1,0,0,1
Marina Alabau,26,2012,08/12/2012,1,0,0,1
Jo Aleh,26,2012,08/12/2012,1,0,0,1
Mathew Belcher,29,2012,08/12/2012,1,0,0,1
Lobke Berkhout,31,2012,08/12/2012,0,0,1,1
Stuart Bithell,25,2012,08/12/2012,0,1,0,1
Marit Bouwmeester,24,2012,08/12/2012,0,1,0,1
Peter Burling,21,2012,08/12/2012,0,1,0,1
Lucas Calabrese,25,2012,08/12/2012,0,0,1,1
Saskia Clark,32,2012,08/12/2012,0,1,0,1
Nina Curtis,24,2012,08/12/2012,0,1,0,1
Juan de la Fuente,35,2012,08/12/2012,0,0,1,1
Nick Dempsey,31,2012,08/12/2012,0,1,0,1
Támara Echegoyen,28,2012,08/12/2012,1,0,0,1
Jonas Høgh Christensen,31,2012,08/12/2012,0,1,0,1
Iain Jensen,24,2012,08/12/2012,1,0,0,1
Silja Kanerva,27,2012,08/12/2012,0,0,1,1
Pavlos Kontides,22,2012,08/12/2012,0,1,0,1
Peter Lang,23,2012,08/12/2012,0,0,1,1
Silja Lehtinen,26,2012,08/12/2012,0,0,1,1
Jonathan Lobert,27,2012,08/12/2012,0,0,1,1
Fredrik Lööf,42,2012,08/12/2012,1,0,0,1
Przemyslaw Miarczynski,32,2012,08/12/2012,0,0,1,1
Hannah Mills,24,2012,08/12/2012,0,1,0,1
Rasmus Myrgren,33,2012,08/12/2012,0,0,1,1
Zofia Noceti-Klepacka,26,2012,08/12/2012,0,0,1,1
Allan Nørregaard,31,2012,08/12/2012,0,0,1,1
Nathan Outteridge,26,2012,08/12/2012,1,0,0,1
Malcolm Page,40,2012,08/12/2012,1,0,0,1
Luke Patience,25,2012,08/12/2012,0,1,0,1
Iain Percy,36,2012,08/12/2012,0,1,0,1
Tuuli Petäjä,28,2012,08/12/2012,0,1,0,1
Olivia Powrie,24,2012,08/12/2012,1,0,0,1
Bruno Prada,40,2012,08/12/2012,0,0,1,1
Olivia Price,19,2012,08/12/2012,0,1,0,1
Angela Pumariega,27,2012,08/12/2012,1,0,0,1
Max Salminen,23,2012,08/12/2012,1,0,0,1
Robert Scheidt,39,2012,08/12/2012,0,0,1,1
Andrew Simpson,35,2012,08/12/2012,0,1,0,1
Tom Slingsby,27,2012,08/12/2012,1,0,0,1
Sofia Toro,21,2012,08/12/2012,1,0,0,1
Blair Tuke,23,2012,08/12/2012,0,1,0,1
Evi Van Acker,26,2012,08/12/2012,0,0,1,1
Dorian van Rijsselberge,23,2012,08/12/2012,1,0,0,1
Lisa Westerhof,30,2012,08/12/2012,0,0,1,1
Lucinda Whitty,22,2012,08/12/2012,0,1,0,1
Mikaela Wulff,22,2012,08/12/2012,0,0,1,1
Xu Lijia,24,2012,08/12/2012,1,0,0,1
Ben Ainslie,31,2008,08/24/2008,1,0,0,1
Glenn Ashby,30,2008,08/24/2008,0,1,0,1
Tom Ashley,24,2008,08/24/2008,1,0,0,1
Sarah Ayton,28,2008,08/24/2008,1,0,0,1
Olivier Bausset,26,2008,08/24/2008,0,0,1,1
Sofia Bekatorou,30,2008,08/24/2008,0,0,1,1
Lobke Berkhout,27,2008,08/24/2008,0,1,0,1
Annemieke Bes,30,2008,08/24/2008,0,1,0,1
Julien Bontemps,29,2008,08/24/2008,0,1,0,1
Marcelien Bos-de Koning,30,2008,08/24/2008,0,1,0,1
Darren Bundock,37,2008,08/24/2008,0,1,0,1
Nicolas Charbonnier,27,2008,08/24/2008,0,0,1,1
Fernando Echavarri,36,2008,08/24/2008,1,0,0,1
Anders Ekström,27,2008,08/24/2008,0,0,1,1
Carlos Espínola,36,2008,08/24/2008,0,0,1,1
Xavier Fernández,31,2008,08/24/2008,0,1,0,1
Guillaume Florent,34,2008,08/24/2008,0,0,1,1
Joe Glanfield,29,2008,08/24/2008,0,1,0,1
Paul Goodison,30,2008,08/24/2008,1,0,0,1
Martin Kirketerp,36,2008,08/24/2008,1,0,0,1
Virginia Kravarioti,24,2008,08/24/2008,0,0,1,1
Santiago Lange,46,2008,08/24/2008,0,0,1,1
Fredrik Lööf,38,2008,08/24/2008,0,0,1,1
Iker Martínez,31,2008,08/24/2008,0,1,0,1
Mandy Mulder,21,2008,08/24/2008,0,1,0,1
Fernanda Oliveira,27,2008,08/24/2008,0,0,1,1
Malcolm Page,36,2008,08/24/2008,1,0,0,1
Sofia Papadopoulou,24,2008,08/24/2008,0,0,1,1
Tessa Parkinson,21,2008,08/24/2008,1,0,0,1
Antón Paz,32,2008,08/24/2008,1,0,0,1
Hannes Peckolt,25,2008,08/24/2008,0,0,1,1
Jan Peter Peckolt,27,2008,08/24/2008,0,0,1,1
Iain Percy,32,2008,08/24/2008,1,0,0,1
Bruno Prada,37,2008,08/24/2008,0,1,0,1
Zach Railey,24,2008,08/24/2008,0,1,0,1
Elise Rechichi,22,2008,08/24/2008,1,0,0,1
Nick Rogers,31,2008,08/24/2008,0,1,0,1
Diego Romero,33,2008,08/24/2008,0,0,1,1
Robert Scheidt,35,2008,08/24/2008,0,1,0,1
Alessandra Sensini,38,2008,08/24/2008,0,1,0,1
Bryony Shaw,25,2008,08/24/2008,0,0,1,1
Andrew Simpson,31,2008,08/24/2008,1,0,0,1
Isabel Swan,24,2008,08/24/2008,0,0,1,1
Anna Tunnicliffe,25,2008,08/24/2008,1,0,0,1
Gintare Volungeviciute-Scheidt,25,2008,08/24/2008,0,1,0,1
Jonas Warrer,29,2008,08/24/2008,1,0,0,1
Sarah Webb,31,2008,08/24/2008,1,0,0,1
Nathan Wilmot,28,2008,08/24/2008,1,0,0,1
Pippa Wilson,22,2008,08/24/2008,1,0,0,1
Merel Witteveen,23,2008,08/24/2008,0,1,0,1
Xu Lijia,20,2008,08/24/2008,0,0,1,1
Yin Jian,29,2008,08/24/2008,1,0,0,1
Vasilij Žbogar,32,2008,08/24/2008,0,1,0,1
Shahar Zubari,21,2008,08/24/2008,0,0,1,1
Ben Ainslie,27,2004,08/29/2004,1,0,0,1
Sarah Ayton,24,2004,08/29/2004,1,0,0,1
Sandra Azón,30,2004,08/29/2004,0,1,0,1
Sofia Bekatorou,26,2004,08/29/2004,1,0,0,1
Kevin Burnham,47,2004,08/29/2004,1,0,0,1
Nick Dempsey,24,2004,08/29/2004,0,0,1,1
Chris Draper,26,2004,08/29/2004,0,0,1,1
Carlos Espínola,32,2004,08/29/2004,0,0,1,1
Xavier Fernández,27,2004,08/29/2004,1,0,0,1
Marcelo Ferreira,38,2004,08/29/2004,1,0,0,1
Paul Foerster,40,2004,08/29/2004,1,0,0,1
Gal Fridman,28,2004,08/29/2004,1,0,0,1
Andreas Geritzer,26,2004,08/29/2004,0,1,0,1
Joe Glanfield,25,2004,08/29/2004,0,1,0,1
Torben Grael,44,2004,08/29/2004,1,0,0,1
Roman Hagara,38,2004,08/29/2004,1,0,0,1
Simon Hiscocks,31,2004,08/29/2004,0,0,1,1
Dorte Jensen,31,2004,08/29/2004,0,0,1,1
Helle Jespersen,36,2004,08/29/2004,0,0,1,1
Nikos Kaklamanakis,35,2004,08/29/2004,0,1,0,1
Hanna Kalinina,25,2004,08/29/2004,0,1,0,1
Mateusz Kusznierewicz,29,2004,08/29/2004,0,0,1,1
Santiago Lange,42,2004,08/29/2004,0,0,1,1
Heorhiy Leonchuk,30,2004,08/29/2004,0,1,0,1
Signe Livbjerg,24,2004,08/29/2004,0,0,1,1
John Lovell,36,2004,08/29/2004,0,1,0,1
Rodion Luka,31,2004,08/29/2004,0,1,0,1
Ross MacDonald,39,2004,08/29/2004,0,1,0,1
Iker Martínez,27,2004,08/29/2004,1,0,0,1
Svitlana Matevusheva,23,2004,08/29/2004,0,1,0,1
Faustine Merret,26,2004,08/29/2004,1,0,0,1
Charlie Ogletree,36,2004,08/29/2004,0,1,0,1
Christina Otzen,28,2004,08/29/2004,0,0,1,1
Pascal Rambeau,32,2004,08/29/2004,0,0,1,1
Shirley Robertson,36,2004,08/29/2004,1,0,0,1
Nick Rogers,27,2004,08/29/2004,0,1,0,1
Xavier Rohart,36,2004,08/29/2004,0,0,1,1
Robert Scheidt,31,2004,08/29/2004,1,0,0,1
Kazuto Seki,28,2004,08/29/2004,0,0,1,1
Alessandra Sensini,34,2004,08/29/2004,0,0,1,1
Lenka Šmídová,29,2004,08/29/2004,0,1,0,1
Hans-Peter Steinacher,35,2004,08/29/2004,1,0,0,1
Siren Sundby,21,2004,08/29/2004,1,0,0,1
Ruslana Taran,33,2004,08/29/2004,0,1,0,1
Kenjiro Todoroki,28,2004,08/29/2004,0,0,1,1
Therese Torgersson,28,2004,08/29/2004,0,0,1,1
Rafael Trujillo,28,2004,08/29/2004,0,1,0,1
Aimilia Tsoulfa,31,2004,08/29/2004,1,0,0,1
Natalia Vía Dufresne,31,2004,08/29/2004,0,1,0,1
Sarah Webb,27,2004,08/29/2004,1,0,0,1
Mike Wolfs,33,2004,08/29/2004,0,1,0,1
Yin Jian,25,2004,08/29/2004,0,1,0,1
Vendela Zachrisson-Santén,26,2004,08/29/2004,0,0,1,1
Vasilij Žbogar,28,2004,08/29/2004,0,0,1,1
Ben Ainslie,23,2000,10/01/2000,1,0,0,1
Serena Amato,26,2000,10/01/2000,0,0,1,1
Jenny Armstrong,30,2000,10/01/2000,1,0,0,1
Gunnar Bahr,25,2000,10/01/2000,0,1,0,1
Jesper Bank,43,2000,10/01/2000,1,0,0,1
Ian Barker,34,2000,10/01/2000,0,1,0,1
Michael Blackburn,30,2000,10/01/2000,0,0,1,1
Henrik Blakskjær,29,2000,10/01/2000,1,0,0,1
Ingo Borkowski,28,2000,10/01/2000,0,1,0,1
Darren Bundock,29,2000,10/01/2000,0,1,0,1
Javier Conte,25,2000,10/01/2000,0,0,1,1
Mark Covell,32,2000,10/01/2000,0,1,0,1
Paul Davis,42,2000,10/01/2000,0,0,1,1
Juan de la Fuente,24,2000,10/01/2000,0,0,1,1
Luca Devoti,37,2000,10/01/2000,0,1,0,1
Carlos Espínola,28,2000,10/01/2000,0,1,0,1
Marcelo Ferreira,34,2000,10/01/2000,0,0,1,1
Paul Foerster,36,2000,10/01/2000,0,1,0,1
John Forbes,30,2000,10/01/2000,0,1,0,1
Roland Gäbler,35,2000,10/01/2000,0,0,1,1
Pease Glaser,38,2000,10/01/2000,0,1,0,1
Torben Grael,40,2000,10/01/2000,0,0,1,1
Roman Hagara,34,2000,10/01/2000,1,0,0,1
Simon Hiscocks,27,2000,10/01/2000,0,1,0,1
JJ Isler,36,2000,10/01/2000,0,1,0,1
Thomas Jacobsen,28,2000,10/01/2000,1,0,0,1
Jyrki Järvi,34,2000,10/01/2000,1,0,0,1
Herman Horn Johannessen,36,2000,10/01/2000,0,0,1,1
Thomas Johanson,31,2000,10/01/2000,1,0,0,1
Barbara Kendall,33,2000,10/01/2000,0,0,1,1
Tom King,27,2000,10/01/2000,1,0,0,1
Magnus Liljedahl,46,2000,10/01/2000,1,0,0,1
Fredrik Lööf,30,2000,10/01/2000,0,0,1,1
Amelie Lux,23,2000,10/01/2000,0,1,0,1
Margriet Matthijsse,23,2000,10/01/2000,0,1,0,1
Aaron McIntosh,28,2000,10/01/2000,0,0,1,1
Charlie McKee,38,2000,10/01/2000,0,0,1,1
Jonathan McKee,40,2000,10/01/2000,0,0,1,1
Bob Merrick,29,2000,10/01/2000,0,1,0,1
Olena Pakholchyk,35,2000,10/01/2000,0,0,1,1
Iain Percy,24,2000,10/01/2000,1,0,0,1
Mark Reynolds,44,2000,10/01/2000,1,0,0,1
Shirley Robertson,32,2000,10/01/2000,1,0,0,1
Robert Scheidt,27,2000,10/01/2000,0,1,0,1
Jochen Schümann,46,2000,10/01/2000,0,1,0,1
René Schwall,29,2000,10/01/2000,0,0,1,1
Alessandra Sensini,30,2000,10/01/2000,1,0,0,1
Christoph Sieber,29,2000,10/01/2000,1,0,0,1
Hans-Peter Steinacher,32,2000,10/01/2000,1,0,0,1
Espen Stokkeland,32,2000,10/01/2000,0,0,1,1
Belinda Stowell,29,2000,10/01/2000,1,0,0,1
Ruslana Taran,29,2000,10/01/2000,0,0,1,1
Mark Turnbull,26,2000,10/01/2000,1,0,0,1
Ian Walker,30,2000,10/01/2000,0,1,0,1
Chantal Achterberg,27,2012,08/12/2012,0,0,1,1
Filip Adamski,29,2012,08/12/2012,1,0,0,1
Carina Bär,22,2012,08/12/2012,0,1,0,1
Jacob Barsøe,23,2012,08/12/2012,0,0,1,1
Chris Bartley,28,2012,08/12/2012,0,1,0,1
Romano Battisti,25,2012,08/12/2012,0,1,0,1
Anna Bebington-Watkins,29,2012,08/12/2012,1,0,0,1
Claudia Belderbos,27,2012,08/12/2012,0,0,1,1
Gabe Bergen,30,2012,08/12/2012,0,1,0,1
Hamish Bond,26,2012,08/12/2012,1,0,0,1
Carline Bouw,27,2012,08/12/2012,0,0,1,1
Matthew Brittain,25,2012,08/12/2012,1,0,0,1
Jeremiah Brown,26,2012,08/12/2012,0,1,0,1
Ashley Brzozowicz,29,2012,08/12/2012,0,1,0,1
Andrew Byrnes,29,2012,08/12/2012,0,1,0,1
Erin Cafaro,29,2012,08/12/2012,1,0,0,1
Alan Campbell,29,2012,08/12/2012,0,0,1,1
Peter Chambers,22,2012,08/12/2012,0,1,0,1
Richard Chambers,27,2012,08/12/2012,0,1,0,1
James Chapman,32,2012,08/12/2012,0,1,0,1
Germain Chardin,29,2012,08/12/2012,0,1,0,1
Nathan Cohen,26,2012,08/12/2012,1,0,0,1
Charlie Cole,26,2012,08/12/2012,0,0,1,1
Iztok Cop,40,2012,08/12/2012,0,0,1,1
Kat Copeland,21,2012,08/12/2012,1,0,0,1
Will Crothers,25,2012,08/12/2012,0,1,0,1
Douglas Csima,26,2012,08/12/2012,0,1,0,1
Caryn Davies,30,2012,08/12/2012,1,0,0,1
Sytske de Groot,26,2012,08/12/2012,0,0,1,1
Annemiek de Haan,31,2012,08/12/2012,0,0,1,1
Rachelle De Jong-Viinberg,33,2012,08/12/2012,0,1,0,1
Natalie Dell,27,2012,08/12/2012,0,0,1,1
Yana Dementieva,33,2012,08/12/2012,1,0,0,1
Nataliya Dovhodko,21,2012,08/12/2012,1,0,0,1
Mahé Drysdale,33,2012,08/12/2012,1,0,0,1
Joshua Dunkley-Smith,23,2012,08/12/2012,0,1,0,1
Eskild Ebbesen,40,2012,08/12/2012,0,0,1,1
Ric Egington,33,2012,08/12/2012,0,0,1,1
Fie Udby Erichsen,27,2012,08/12/2012,0,1,0,1
James Foad,25,2012,08/12/2012,0,0,1,1
Karsten Forsterling,32,2012,08/12/2012,0,0,1,1
Susan Francia,29,2012,08/12/2012,1,0,0,1
Magdalena Fularczyk,25,2012,08/12/2012,0,0,1,1
Scott Gault,29,2012,08/12/2012,0,0,1,1
Khristina Giazitzidou,22,2012,08/12/2012,0,0,1,1
Rob Gibson,26,2012,08/12/2012,0,1,0,1
Drew Ginn,37,2012,08/12/2012,0,1,0,1
Helen Glover,26,2012,08/12/2012,1,0,0,1
Katherine Grainger,36,2012,08/12/2012,1,0,0,1
Alex Gregory,28,2012,08/12/2012,1,0,0,1
Tim Grohmann,23,2012,08/12/2012,1,0,0,1
Krista Guloien,32,2012,08/12/2012,0,1,0,1
Juliette Haigh,29,2012,08/12/2012,0,0,1,1
Janine Hanson,29,2012,08/12/2012,0,1,0,1
Phelan Hill,33,2012,08/12/2012,0,0,1,1
Kate Hornsey,30,2012,08/12/2012,0,1,0,1
Sophie Hosking,26,2012,08/12/2012,1,0,0,1
Malcolm Howard,29,2012,08/12/2012,0,1,0,1
Huang Wenyi,21,2012,08/12/2012,0,1,0,1
Mark Hunter,34,2012,08/12/2012,0,1,0,1
Tom James,28,2012,08/12/2012,1,0,0,1
Eric Johannesen,24,2012,08/12/2012,1,0,0,1
Morten Jørgensen,27,2012,08/12/2012,0,0,1,1
Megan Kalmoe,28,2012,08/12/2012,0,0,1,1
Nienke Kingma,30,2012,08/12/2012,0,0,1,1
Mirka Knapková,31,2012,08/12/2012,1,0,0,1
Kara Kohler,21,2012,08/12/2012,0,0,1,1
Anastasiya Kozhenkova,26,2012,08/12/2012,1,0,0,1
Andreas Kuffner,25,2012,08/12/2012,1,0,0,1
Matt Langridge,29,2012,08/12/2012,0,0,1,1
Caroline Lind,29,2012,08/12/2012,1,0,0,1
William Lockwood,24,2012,08/12/2012,0,1,0,1
Esther Lofgren,27,2012,08/12/2012,1,0,0,1
Elle Logan,24,2012,08/12/2012,1,0,0,1
Constantine Louloudis,20,2012,08/12/2012,0,0,1,1
Darcy Marquardt,33,2012,08/12/2012,0,1,0,1
Adrienne Martelli,24,2012,08/12/2012,0,0,1,1
Damir Martin,24,2012,08/12/2012,0,1,0,1
Natalie Mastracci,23,2012,08/12/2012,0,1,0,1
Conlin McCabe,21,2012,08/12/2012,0,1,0,1
James McRae,25,2012,08/12/2012,0,0,1,1
Florian Mennigen,30,2012,08/12/2012,1,0,0,1
Julia Michalska,27,2012,08/12/2012,0,0,1,1
Chris Morgan,29,2012,08/12/2012,0,0,1,1
Andréanne Morin,30,2012,08/12/2012,0,1,0,1
Dorian Mortelette,28,2012,08/12/2012,0,1,0,1
Lukas Müller,25,2012,08/12/2012,1,0,0,1
Eric Murray,30,2012,08/12/2012,1,0,0,1
Meghan Musnicki,29,2012,08/12/2012,1,0,0,1
George Nash,22,2012,08/12/2012,0,0,1,1
Sizwe Ndlovu,31,2012,08/12/2012,1,0,0,1
Daniel Noonan,32,2012,08/12/2012,0,0,1,1
Glenn Ochal,26,2012,08/12/2012,0,0,1,1
Britta Oppelt,34,2012,08/12/2012,0,1,0,1
Sarah Outhwaite-Tait,29,2012,08/12/2012,0,1,0,1
Alex Partridge,31,2012,08/12/2012,0,0,1,1
Brooke Pratley,32,2012,08/12/2012,0,1,0,1
Brian Price,36,2012,08/12/2012,0,1,0,1
Zac Purchase,26,2012,08/12/2012,0,1,0,1
Rasmus Quist,32,2012,08/12/2012,1,0,0,1
Tom Ransley,26,2012,08/12/2012,0,0,1,1
Mads Rasmussen,30,2012,08/12/2012,1,0,0,1
Pete Reed,31,2012,08/12/2012,1,0,0,1
Maximilian Reinelt,23,2012,08/12/2012,1,0,0,1
Roline Repelaer van Driel,28,2012,08/12/2012,0,0,1,1
Julia Richter,23,2012,08/12/2012,0,1,0,1
Taylor Ritzel,23,2012,08/12/2012,1,0,0,1
Henrik Rummel,24,2012,08/12/2012,0,0,1,1
David Šain,24,2012,08/12/2012,0,1,0,1
Alessio Sartori,35,2012,08/12/2012,0,1,0,1
Will Satch,23,2012,08/12/2012,0,0,1,1
Martin Sauer,29,2012,08/12/2012,1,0,0,1
Moe Sbihi,24,2012,08/12/2012,0,0,1,1
